Occupation Title,Occupation Code,Employment 2019,Employment 2029,"Employment Change, 2019-2029","Employment Percent Change, 2019-2029","Occupational Openings, 2019-2029 Annual Average",Median Annual Wage 2019,Typical Entry-Level Education,Education Code,Work Experience in a Related Occupation,Workex Code,Typical on-the-job Training,trCode
"Tank car, truck, and ship loaders    * Barge Loader* Bulk Tank Car Unloader* Dock Loader* Rail Car Loader* Rail Loader* Ship Unloader* Tank Car Loader* Tank Truck Loader",53-7121,12.2,12,-0.2,-1.7,1.3,"42,360",No formal educational credential,8,None,4,Short-term on-the-job training,5
"Meter readers, utilities    * Electric Meter Reader* Gas Meter Reader* Water Meter Reader",43-5041,30.9,27.4,-3.6,-11.5,2.2,"42,280",High school diploma or equivalent,7,None,4,Short-term on-the-job training,5
Metal-refining furnace operators and tenders    * Electric Arc Furnace Operator* Melt Room Operator* Smelter Operator,51-4051,17.1,17.1,0,0,1.4,"42,250",High school diploma or equivalent,7,None,4,Moderate-term on-the-job training,4
Farm equipment mechanics and service technicians    * Agricultural Equipment Mechanic* Combine Mechanic* Dairy Equipment Mechanic* Dairy Equipment Repairer* Harvester Mechanic* Irrigation Equipment Mechanic* Milking Machine Mechanic* Tractor Mechanic,49-3041,40.8,41.3,0.5,1.3,3.7,"42,200",High school diploma or equivalent,7,None,4,Long-term on-the-job training,3
Roofers    * Composition Roofer* Hot Tar Roofer* Industrial Roofer* Metal Roofing Mechanic* Residential Roofer* Roofer* Sheet Metal Roofer* Shingles Roofer* Slate Roofer* Terra Cotta Roofer,47-2181,161.6,165.4,3.8,2.4,14.7,"42,100",No formal educational credential,8,None,4,Moderate-term on-the-job training,4
Automotive service technicians and mechanics    * Auto Clutch Rebuilder* Auto Clutch Specialist* Auto Radiator Specialist* Auto Suspension and Steering Mechanic* Auto Transmission Specialist* Automotive Alignment Specialist* Automotive Brake Adjuster* Automotive Brake Specialist* Automotive Brake Technician* Automotive Fuel Injection Servicer* Automotive Fuel Systems Converter* Automotive Specialty Technician* Hybrid Car Mechanic* Motor Tune-Up Specialist,49-3023,756.6,728.8,-27.8,-3.7,61.7,"42,090",Postsecondary nondegree award,5,None,4,Short-term on-the-job training,5
Locksmiths and safe repairers    * Key Maker* Keysmith* Lock Expert* Lock Fitter* Lock Setter* Lock Technician* Locksmith* Safe and Vault Installer* Safe and Vault Mechanic,49-9094,21.1,19.5,-1.6,-7.5,1.7,"41,940",High school diploma or equivalent,7,None,4,Long-term on-the-job training,3
Public safety telecommunicators    * 911 Dispatcher* 911 Operator* Ambulance Dispatcher* Emergency Communications Dispatcher* Emergency Communications Operator* Emergency Operator* Emergency Telecommunications Dispatcher* Fire Dispatcher* Police Dispatcher* Police Radio Dispatcher,43-5031,98.3,104.3,6.1,6.2,9.2,"41,910",High school diploma or equivalent,7,None,4,Moderate-term on-the-job training,4
Transportation security screeners    * Airport Baggage Screener* Airport Security Screener* Flight Security Specialist* Transportation Security Administration (TSA) Screener* Transportation Security Officer,33-9093,51.4,49.8,-1.6,-3.1,4.3,"41,770",High school diploma or equivalent,7,None,4,Short-term on-the-job training,5
Mechanical door repairers    * Automatic Door Mechanic* Door Closer Mechanic* Garage Door Technician* Mechanical Door Repairer* Overhead Door Technician,49-9011,23.4,24.3,0.8,3.6,1.9,"41,570",High school diploma or equivalent,7,None,4,Moderate-term on-the-job training,4
Logging equipment operators    * Delimber Operator* Feller Buncher Operator* Feller Operator* Grapple Operator* Grapple Skidder Operator* Log Hauler* Log Processor Operator* Log Stacker Operator* Logging Crane Operator* Logging Shovel Operator* Logging Tractor Operator* Lumber Stacker Operator* Timber Harvester Operator* Tree-Shear Operator,45-4022,39.2,34.3,-4.9,-12.5,4.7,"41,440",High school diploma or equivalent,7,None,4,Moderate-term on-the-job training,4
"Human resources assistants, except payroll and timekeeping    * Employment Clerk* HR Clerk* Personnel Clerk",43-4161,123.9,117.7,-6.2,-5,11.5,"41,430",Associate's degree,4,None,4,None,6
Costume attendants    * Costume Attendant* Theatrical Wardrobe Attendant* Theatrical Wardrobe Dresser* Wardrobe Assistant* Wardrobe Attendant* Wardrobe Custodian* Wardrobe Dresser* Wardrobe Supervisor,39-3092,7.7,8.1,0.4,4.7,1.7,"41,410",High school diploma or equivalent,7,None,4,Short-term on-the-job training,5
"Information and record clerks, all other    * Election Clerk* Flight Crew Scheduler* Probate Clerk* Student Admissions Clerk",43-4199,166.5,171.5,5.1,3,17.8,"41,360",High school diploma or equivalent,7,None,4,Short-term on-the-job training,5
Dental laboratory technicians    * Crown Ceramist* Crown and Bridge Dental Lab Technician* Crown and Bridge Technician* Dental Ceramist* Dental Laboratory Worker* Dental Mold Maker* Dental Technician* Orthodontic Technician,51-9081,36.2,39.6,3.4,9.4,4.6,"41,340",High school diploma or equivalent,7,None,4,Moderate-term on-the-job training,4
Motorboat mechanics and service technicians    * Certified Marine Mechanic* Marine Propulsion Technician* Marine Technician* Motorboat Mechanic* Outboard Motor Mechanic* Outboard Technician,49-3051,25.7,25.9,0.2,0.8,2.5,"41,330",High school diploma or equivalent,7,None,4,Long-term on-the-job training,3
"Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders    * Brewmaster* Fermentation Operator* Fermenter* Linseed Oil Temperer* Milk Pasteurizer* Milk Processor* Molasses Preparer* Pasteurizer* Winemaker",51-9012,53.1,54.9,1.9,3.5,5.4,"41,330",High school diploma or equivalent,7,None,4,Moderate-term on-the-job training,4
Agricultural and food science technicians,19-4010,24.2,25.1,1,4.1,2.8,"41,230",Associate's degree,4,None,4,Moderate-term on-the-job training,4
"Bookkeeping, accounting, and auditing clerks    * Accounts Receivable Assistant* Accounts Receivable Clerk* Auditing Clerk* Bookkeeper* Fixed Capital Clerk* Foreign Exchange Position Clerk* Mortgage Accounting Clerk",43-3031,"1,673.60","1,578.20",-95.4,-5.7,162.1,"41,230","Some college, no degree",6,None,4,Moderate-term on-the-job training,4
Computer numerically controlled tool operators,51-9161,152.4,141.7,-10.7,-7,11.8,"41,200",High school diploma or equivalent,7,None,4,Moderate-term on-the-job training,4
Parking enforcement workers    * Meter Maid* Parking Enforcement Officer* Parking Meter Attendant,33-3041,8.1,5.2,-2.9,-36.2,0.2,"40,920",High school diploma or equivalent,7,None,4,Short-term on-the-job training,5
Jewelers and precious stone and metal workers    * Diamond Grader* Diamond Polisher* Diamond Setter* Facetor* Gem Cutter* Gemologist* Goldsmith* Jewelry Repairer* Jewelsmith* Lapidarist* Pewterer* Silversmith,51-9071,35.1,31.6,-3.5,-10,3.6,"40,870",High school diploma or equivalent,7,None,4,Long-term on-the-job training,3
First-line supervisors of housekeeping and janitorial workers    * Building Cleaning Supervisor* Cleaning Staff Supervisor* Custodial Supervisor* Head Custodian* Head School Custodian* Janitor Supervisor* Maid Supervisor* Maintenance and Custodian Supervisor,37-1011,231.9,251.2,19.4,8.4,26.8,"40,780",High school diploma or equivalent,7,Less than 5 years,2,None,6
Insurance claims and policy processing clerks    * Insurance Claims Clerk* Insurance Clerk* Insurance Examining Clerk* Insurance Policy Issue Clerk* Underwriting Assistant* Underwriting Clerk,43-9041,293.9,287.3,-6.6,-2.2,25.5,"40,750",High school diploma or equivalent,7,None,4,Moderate-term on-the-job training,4
Highway maintenance workers    * Highway Maintainer* Highway Maintenance Crew Worker* Highway Worker* Lane Marker Installer* Road Patcher* Road Sign Installer,47-4051,156.1,163.8,7.8,5,16.5,"40,730",High school diploma or equivalent,7,None,4,Moderate-term on-the-job training,4
Medical appliance technicians    * Arch-Support Maker* Brace Maker* Hearing Aid Repair Technician* Orthopaedic Technician* Orthopaedic Technologist* Orthotic Fabricator Technician* Orthotic Finish Grinding Technician* Orthotics Fitter* Orthotics Technician* Prosthetics Fabrication Technician* Prosthetics Lab Technician* Prosthetics Technician* Surgical Appliance Fitter,51-9082,14.8,16.5,1.7,11.5,1.9,"40,690",High school diploma or equivalent,7,None,4,Moderate-term on-the-job training,4
Travel agents    * Auto Travel Counselor* Certified Corporate Travel Executive* Certified Travel Counselor* Corporate Travel Expert* Travel Agent* Travel Consultant* Travel Counselor* Travel Service Consultant,41-3041,82,60.8,-21.3,-25.9,5.7,"40,660",High school diploma or equivalent,7,None,4,Moderate-term on-the-job training,4
Loan interviewers and clerks    * Loan Interviewer* Loan Processor* Mortgage Closing Clerk* Mortgage Loan Closer* Mortgage Loan Processing Clerk* Mortgage Loan Processor* Mortgage Processor,43-4131,212.6,230.3,17.7,8.3,21.2,"40,640",High school diploma or equivalent,7,None,4,Short-term on-the-job training,5
Proofreaders and copy markers    * Braille Proofreader* Clerical Proofreader* Copy Reader* Editorial Assistant* Format Proofreader* Proofreader,43-9081,10.3,10.1,-0.3,-2.7,1.2,"40,630",Bachelor's degree,3,None,4,None,6
Broadcast technicians    * Audio Engineer* Broadcast Engineer* Broadcast Maintenance Engineer* Broadcast Operations Engineer* Radio Station Audio Engineer* Radio/Television Technician* Remote Broadcast Engineer* Telecasting Engineer* Television Audio Engineer,27-4012,32.7,33.7,1,3.1,3.4,"40,570",Associate's degree,4,None,4,Short-term on-the-job training,5
Paperhangers    * Billboard Poster* Paperhanger* Wall Covering Installer* Wallpaper Hanger* Wallpaperer,47-2142,5.6,5.5,0,-0.8,0.5,"40,520",No formal educational credential,8,None,4,Long-term on-the-job training,3
Prepress technicians and workers    * Digital Proofing and Platemaker* Electronic Pre-Press Technician* Photoengraver* Plate Mounter* Pre-Press Proofer* Prepress Stripper* Type Setter,51-5111,30.2,24,-6.3,-20.7,2.5,"40,510",Postsecondary nondegree award,5,None,4,None,6
"Rolling machine setters, operators, and tenders, metal and plastic    * Brass Roller* Forming Roll Operator* Metal Sheet Roller Operator* Pipe Straightener* Plastic Straightening Roll Operator* Steel Roller",51-4023,32.6,28.9,-3.7,-11.3,2.3,"40,490",High school diploma or equivalent,7,None,4,Moderate-term on-the-job training,4
Exercise trainers and group fitness instructors    * Aerobics Instructor* Certified Personal Trainer* Fitness Trainer* Group Exercise Instructor* Group Fitness Instructor* Personal Fitness Trainer* Personal Trainer* Weight Trainer* Weight Training Instructor* Yoga Instructor* Yoga Teacher,39-9031,373.7,431.3,57.6,15.4,66.4,"40,390",High school diploma or equivalent,7,None,4,Short-term on-the-job training,5
Structural metal fabricators and fitters    * Mill Beam Fitter* Protector Plate Attacher,51-2041,78.5,66,-12.5,-16,5.6,"40,390",High school diploma or equivalent,7,None,4,Moderate-term on-the-job training,4
"Insulation workers, floor, ceiling, and wall    * Ceiling Insulation Blower* Composition Weatherboard Installer* Cork Insulation Installer* Cork Insulator* Insulation Machine Operator* Interior Surface Insulation Worker* Wall Insulation Sprayer",47-2131,34,34.5,0.6,1.6,3.2,"40,380",No formal educational credential,8,None,4,Short-term on-the-job training,5
Community health workers    * CHW* Community Health Advisor* Community Health Representative* Community Health Worker* Lay Health Advocate* Peer Health Promoter* Promotor(a),21-1094,64.9,74.8,9.9,15.2,7.6,"40,360",High school diploma or equivalent,7,None,4,Short-term on-the-job training,5
First-line supervisors of retail sales workers    * Assistant Store Manager* Cashier Manager* Cashier Supervisor* Delicatessen Department Manager* Produce Department Supervisor* Sales Clerk Supervisor* Used Car Sales Supervisor,41-1011,"1,476.40","1,395.30",-81.2,-5.5,131,"40,350",High school diploma or equivalent,7,Less than 5 years,2,None,6
Word processors and typists    * Clerk Typist* Dictaphone Typist* Legal Transcriptionist* Statistical Typist* Transcription Typist* Typist* Word Processor,43-9022,52.7,33.5,-19.2,-36.4,2.9,"40,340",High school diploma or equivalent,7,None,4,Short-term on-the-job training,5
"Educational instruction and library workers, all other    * General Educational Development (GED) Examiner* Individualized Education Plan (IEP) Aide* Scholastic Aptitude Test (SAT) Grader",25-9099,141.4,147.7,6.2,4.4,12.7,"40,310",Bachelor's degree,3,None,4,None,6
"Painters, construction and maintenance    * Bridge Painter* Facilities Painter* Highway Painter* House Painter* Industrial Painter* Parking Line Painter* Roof Painter* Traffic Line Painter",47-2141,379.5,380.3,0.9,0.2,32.3,"40,280",No formal educational credential,8,None,4,Moderate-term on-the-job training,4
Home appliance repairers    * Certified Appliance Service Technician* Electric Stove Installer* Gas Appliance Repairer* Gas Appliance Servicer* Home Appliance Installer* Stove Installer* Vacuum Cleaner Repair Person* Vacuum Cleaner Repairer* Washing Machine Installer* Washing Machine Repairer* Window Air Conditioner Installer,49-9031,38.4,35.8,-2.7,-6.9,3,"40,260",High school diploma or equivalent,7,None,4,Moderate-term on-the-job training,4
"Dispatchers, except police, fire, and ambulance    * Airplane Dispatch Clerk* Auto Service Dispatcher* Bus Dispatcher* Crew Dispatcher* Maintenance Dispatcher* School Bus Dispatcher* Taxicab Dispatcher* Tow Truck Dispatcher* Train Dispatcher* Truck Dispatcher",43-5032,204.6,202.7,-1.9,-0.9,17.1,"40,190",High school diploma or equivalent,7,None,4,Moderate-term on-the-job training,4
"Paving, surfacing, and tamping equipment operators    * Asphalt Paver* Asphalt Paving Machine Operator* Asphalt Roller Operator* Asphalt Tamping Machine Operator* Blacktop-Paver Operator* Paver Operator* Road Grader* Screed Operator",47-2071,46.6,48.8,2.2,4.7,5.2,"40,130",High school diploma or equivalent,7,None,4,Moderate-term on-the-job training,4
"Credit authorizers, checkers, and clerks    * Charge Authorizer* Commercial Credit Reviewer* Credit Authorizer* Credit Charge Authorizer* Credit Checker* Credit Investigator* Credit Processor* Credit Rating Checker* Credit Reference Clerk* Credit Report Checker",43-4041,26.9,25.6,-1.3,-4.8,2.2,"40,100",High school diploma or equivalent,7,None,4,Moderate-term on-the-job training,4
"Lathe and turning machine tool setters, operators, and tenders, metal and plastic    * Engine Lathe Operator* Gear Cutter* Screw Machine Operator* Screw Machine Tool Setter",51-4034,28.2,25.3,-2.9,-10.1,2,"40,100",High school diploma or equivalent,7,None,4,Moderate-term on-the-job training,4
Carpet installers    * Carpet Installer* Carpet Layer* Commercial Carpet Installer* Residential Carpet Installer* Wall-to-Wall Carpet Installer,47-2041,36.5,33.3,-3.2,-8.9,2.5,"40,090",No formal educational credential,8,None,4,Short-term on-the-job training,5
"Furnace, kiln, oven, drier, and kettle operators and tenders    * Calciner Operator* Dry Kiln Operator* Induction Furnace Operator* Lime Kiln Operator* Lumber Kiln Operator* Rubber Curer* Soap Drier Tender* Tunnel Kiln Operator",51-9051,21.6,21.5,-0.2,-0.7,1.9,"40,090",High school diploma or equivalent,7,None,4,Moderate-term on-the-job training,4
Dental assistants    * Certified Dental Assistant* Dental Aide* Dental Assistant* Expanded Functions Dental Assistant* Orthodontic Assistant* Orthodontist Assistant* Registered Dental Assistant* Surgical Dental Assistant,31-9091,354.6,378,23.4,6.6,39,"40,080",Postsecondary nondegree award,5,None,4,None,6
Tree trimmers and pruners    * Pruner* Tree Pruner* Tree Specialist* Tree Surgeon* Tree Trimmer,37-3013,62,68.6,6.6,10.7,8.3,"39,980",High school diploma or equivalent,7,None,4,Short-term on-the-job training,5
Septic tank servicers and sewer pipe cleaners    * Electric Sewer Cleaning Machine Operator* Septic Pump Truck Driver* Septic Tank Cleaner* Sewage Screen Operator* Sewer Cleaner* Sewer Pipe Cleaner* Sewer and Drain Technician,47-4071,30.7,33.8,3.1,10.1,3.5,"39,870",High school diploma or equivalent,7,None,4,Moderate-term on-the-job training,4
